;;;;;;;;;;;
;E53WEB81HC;E53WEB81Z;E69GAR01;E69GAR01TEST;E69GAR02;E69GAR02TEST;E69GAR03;E69GAR03TEST;E69GAR04;E69GAR04TEST;E69GAR12
;E69GAR12TEST;E69GAR13;E69GAR14;E69GAR15;E69GAR16;E69GAR16TEST;E69GAR17;E69GAR21;E69GAR21TEST;E69GARTST;E69GARTVANG
;E69GARTVANGTEST;E69UNOT02;E69WEB01;E69WEB80;E69WEB80-Z;E71HECOPG07;E71KTO02;E71KTO10;E71LEBOPG07;E71LEBOPG10;E71RAMME
;E71RAMMEZ;E71WEB01;E71WEB06;E71WEB50;G08AFTBASAFTPULD;G08AFTBASISAFTD;G08ALDERUTIDE;G08ALDERUTIDE-DU;G08BETOVFUDL01;G08BETOVFUDL02;G08BREVFAST225
;G08BREVMGLLEG;G08BREVOPLUNO;G08BREVSTEP;G08BS01DU;G08BYGKRE01;G08BØRN01;G08BØRN01DU;G08CHGCONTROL;G08CONN02;G08DEP01;G08DEP01TEST
;G08DEP02C;G08GAR07;G08GAR21;G08GARBYG04;G08GARGODS01;G08GARTVANG01;G08INDLÅNBOLI-DU;G08INDSKGAR;G08INDSKGAR-DU;G08INDSKGARM-DU;G08INDX02
;G08INDX02-DU;G08INIUOPG804;G08KAPUTIDE;G08KAPUTIDE-DU;G08KONTANTFORB;G08KTREGL01-T;G08KTREGL02-T;G08KTREGL03;G08KUN02;G08KUN02-GL;G08KUN02-TEST
;G08KUN02DU;G08KUN02DU-NY;G08KUN02MTO;G08OVALMINV;G08OVE02;G08OVE02-DU;G08OVETIL01;G08OVFLDALDER;G08OVFLDALDER-DU;G08PANTH06;G08PANTH07
;G08PRIOAFT01;G08PRIOAFT01-DU;G08PRIOAFT02;G08PRIOAFT02-DU;G08PRIOAFT02-DUT;G08PRIOAFT03;G08PRIOAFT03-DU;G08PRIOAFT03-DUT;G08PRIOAFT04;G08PRIOAFT04-DU;G08PRIOAFT04-DUT
;G08PRIOAFT06;G08PRIOAFT06-DU;G08PRIOAFT07;G08PRIOAFT07-DU;G08PRIOAFT08;G08PRIOAFT08-DU;G08PRIOAFT09;G08PRIOAFT09-DU;G08PRIOEAFT02-DU;G08RATEUTIDE;G08RATEUTIDE-DU
;G08SALGSF01;G08SALGSF03;G08SAMMENLÆG-DU;G08SEKUPANT01;G08SEPA03GEBET;G08TINGLYSB36;G08UDBYTTEB1;G08UDBYTTEB2;G08UDLGAR01;G08UNOT02;G08VALUTAPANT
;G08VALUTAPANT-DU;G08VALUTARAMME;G08VALUTARAMMEDU;G08WEB01;G08WEB01FOR;G08WEB03;G08WEB06;G08WEB81;GBALÅN50-G;GBAXLÅN50;GCTOPG6
;J15EALM50;J15EALM50Z;J15EALM50_M;J15EALM_U50;J15EBOKS01D;J15EFAST50;J15EFAST50Z;J15EJERP01B;J15EJERP01C;J15EJERP02B;J15EJERP02C
;J15EJERP03B;J15EJERP03C;J15EJERP04B;J15ELTING01F;J15FULD01;J15FULD01_Z;J15INDFRI01;J15KAURYK002;J15KAURYK003;J15NOT01;J15PANTAFT02
;J15SKA05;J15SKADE01C;J15SKADE02B;J15SKADE03B;J15SKADE03C;J15SKADE04B;J15SKADE05B;J15SYG04;J15TCHOPG07;J15WEB01Z;J15WEB01_OLD
;J15WEB50;J15WEB50_SU;J15WEB50_SUC;J26DEP02CD;J26EBOKS01D;J26WEB01;J26WEB03;J26WEB06;J26WEB80;J26WEB81;J26WEBPRID
;J30ESKADE04B;J30WEB01;J30WEB01-GL;J30WEB01-J;J30WEB50;J30WEB50Z;J31DEP02CD;J31KUN01;J31WEB03;J31WEB06;J31WEB81
;J55EALM50;J55EALM50Z;J55EALM50_M;J55EFAST50;J55EJERP01B;J55EJERP01C;J55EJERP02B;J55EJERP02C;J55EJERP03B;J55EJERP03C;J55EJERP04B
;J55ELTING01F;J55FULD01;J55HÅND53;J55INDFRI01;J55KAURYK002;J55KAURYK003;J55NOT01;J55PANTAFT02;J55SKADE01C;J55SKADE02B;J55SKADE03B
;J55SKADE03C;J55SKADE04B;J55SKADE05B;J60ALM06;J60ALM07;J60ALM09;J60ALM10;J60ALM11;J60ALM50;J60EALM50;J60EBOKS01
;J60EBOKS01D;J60FBET01;J60FBET01D;J60FBET02D;J60GAR01;J60GAR02;J60GAR03;J60GAR04;J60GAR07;J60GAR11;J60GAR12
;J60GAR13;J60GAR15;J60GLALM50010213;J60GLEALM500515;J60MFP01;J60MFP012;J60MFP02;J60MFP03;J60MFP05;J60STOPLOSS01;J60WEB01
;J60WEB03;J60WEB06;J60WEB20;J60WEB81;J65ALM50;J65ALM50COPY;J65ALM50NY;J65EALM50;J65EALM50COPY;J65EALM50NY;J65GAR01
;J65GAR02;J65GAR03;J65GAR04;J65GAR07;J65GAR11;J65GAR12;J65GAR13;J65GAR15;J65GLALM50;J65GLEALM50;J65GLGAR01
;J70ALM50;J70ALM50COPY;J70EALM50;J70SKADE1A;J70SKADE1ACOPY;J75ALM50;J75EALM50;J75GAR01;J75GAR02;J75GAR03;J75GAR04
;J75GAR07;J75GAR11;J75GAR12;J75GAR13;J75GAR15;J75GLALM50;J75GLEALM50;J76ALM50;J76EALM50;J76GAR01;J76GAR02
;J76GAR03;J76GAR04;J76GAR07;J76GAR11;J76GAR12;J76GAR13;J76GAR15;J76GLALM50;J76GLEALM50;J76KREDVAL1;J77ALM50
;J77EALM50;J77GAR01;J77GAR02;J77GAR04;J77GAR07;J77GAR11;J77GAR12;J77GAR13;J77GAR15;J77GLEALM50;J77KREDVAL1
;J88KTFSIK02;J88KTREGL02-Z;J88MPOPG08;J88OPG7;NCT2BECWEB01;NCTBECWEB01;NCTBECWEB20;NCTCEB01;OLDB51WEB01;PJUNOT02;
;;;;;;;;;;;
.in (SIZE) nobreak. ;B26DEPBES;B48DEPBES;B48DEPBESS;B48STJDEPB;B48STJDEPBES;B48STJDEPBS;B67DEPBES;;;;
;;;;;;;;;;;
.in (VAR) ;B33BOLIGB01Z;B33UDDANB01Z;B3770240REAL01K;B37ALM01EHV;B37ALM01EHVG0211;B37ALM01EHVNY;B37BOLIB01K;B37EALM01;B37EALM01NY1;B37EALM02;B37EALM02NY1
;B37EALM50G131;B90EALM01;B90EALM01GL306;B90EALM02;BECBOLIG98;;;;;;
;;;;;;;;;;;
.in (VAR) nobreak ;B37ALM01EHV;B37ALM01EHVG0211;B37ALM01EHVNY;B37EALM01;B37EALM01NY1;B37EALM50G131;B90EALM01;B90EALM01GL306;;;
;;;;;;;;;;;
.in +&i nobreak ;B37ALM01EHVNY;;;;;;;;;;
;;;;;;;;;;;
.in +1 ;.ll -1 ;B31KAPF1;;;;;;;;;
;;;;;;;;;;;
.in +1.5mm ;B37KONVWEB01;;;;;;;;;;
;;;;;;;;;;;
.in +10 ;B37KORKOB03;B37KORKUNB01;B37KORKUNB02;B37KORKUNB03;;;;;;;
;;;;;;;;;;;
.in +10mm ;B3718035FORS01;B3718036FORS01;B3718045FORS02;B3718046FORS02;B3718055FORS03;B3718056FORS03;B37AIO24;B37BUDG01;B37BUDG02;B37BUDG03;B37BUDG04
;B37CPRV01;B37EBBR01A;B37EBBR01B;B37EFAST03;B37EFAST50G1011;B37FAST03;B37FAST03N;B37FAST50G;B37FAST50G104;B37FLYTAR01;B37FORSB11
;B37FORSB11X;B37HIOM01;B37HIOM02;B37HIOM03;B37HIOM04;B37HVID05;B37HVID05E;B37INVI01;B37JUNIOR01;B37KAPP01;B37KONVWEB01
;B37PRIO06;B37PRIO07;B37PRIO08;B37TILL50;B37TILL50D;B37TILL50D12;B37TILL50D12G131;B37TILL50D15;B37TILL50DNY;B37TILL50G1010;B37TILL50G104
;B37TILL50G704;B37TILL50X;B37TILLE50D;;;;;;;;
;;;;;;;;;;;
.in +10mm nobreak ;B04SLR14;B19TINGLYSB18;B19TINGLYSB36;G08TINGLYSB36;;;;;;;
;;;;;;;;;;;
.in +11mm ;B3756011DEP01;B3756011DEP011;B3756011DEP01G7;B3756011DEP01X;;;;;;;
;;;;;;;;;;;
.in +12mm ;B3718101INVF01;;;;;;;;;;
;;;;;;;;;;;
.in +13mm ;B37VIO09;;;;;;;;;;
;;;;;;;;;;;
.in +1mm ;B37DEP01PROVE;B37DEP02C;B37WEB06;G08PENUDBDOD01;G08PENUDBDOD02;G08PENUDBDOD03;;;;;
;;;;;;;;;;;
.in +1mm nobreak ;B19KTPRIS13;B19KTPRIS14;B19KTPRIS15;;;;;;;;
;;;;;;;;;;;
.in +20mm ;B37FAST03;B37FAST03N;B37FAST50G;B37FAST50G104;B37HILS01;B37LIVKRLÅPRE;B37LIVKRLÅRE;B37LIVKRYLET;B37LIVKRYLETRE;B37LIVKRYLÅ3;B37LIVKRYLÅP3
;B37LIVLET;B37LIVLETRE;B37LIVLÅ;B37LIVLÅPRE;B37LIVLÅRE;B37LÅN50;B37LÅN50G15;B37LÅN50G159;B37LÅN50NY;B37LÅN50NY1;B37MAIO03
;B37MAIO03M;B37PEOP01;B37TILL50;B37TILL50D;B37TILL50D12;B37TILL50D15;B37TILL50DNY;B37TILL50G1010;B37TILL50G104;B37TILL50G704;B37TILL50X
;B37TILLE50D;;;;;;;;;;
;;;;;;;;;;;
.in +2mm ;B19GARREK01;B19UDDOP01;B26VBS07007B01;B2807007B01;B3756011DEP01;B3756011DEP01G7;B3756011DEP01GL5;B3756011DEP01X;B37ALM50;B37ALM50G1010;B37ALM50G1206
;B37ALM50G1206X;B37ALM50G1208;B37ALM50G1310;B37ALM50GL12;B37ALM50NYGL12;B37ALM50X;B37ALM50XY;B37BØHV04D3N;B37BØHV04N;B37BØHV04N1;B37CHIPK01
;B37CHIPK01A;B37CHIPK01B;B37CHIPK02;B37CHIPK02A;B37CHIPK02B;B37CHIPK03;B37CHIPK04;B37CHIPK04B;B37CHIPK05;B37CHIPK05B;B37CHIPK06
;B37EALM50;B37EFAST50;B37FAST50;B37INRI01;B37KORT04FORS;B37KORT04GL;B37KORT04GL1;B37KORT04GL3;B37KORT04GL912;B37KORT54GL909;B37KORT54M
;B37KORTGRDV01;B37KRED50NY11;B51KAPB4;B95MØNTE01;BECEJERP02B;BECELTING02B;BECELTING03B;G08SALGSF01;G08SALGSF03;;
;;;;;;;;;;;
.in +2mm nobreak ;B3756011DEP01;B3756011DEP011;B3756011DEP01G7;B3756011DEP01X;;;;;;;
;;;;;;;;;;;
.in +3 ;B93GARANTIFR;;;;;;;;;;
;;;;;;;;;;;
.in +30mm ;B37MIOM05;B37MIOM06;;;;;;;;;
;;;;;;;;;;;
.in +3mm ;B19GARREK01;B93BYGLAANALL;E71VELKOMMEN;E71VELKOMMENGB;;;;;;;
;;;;;;;;;;;
.in +3mm nobreak ;B19ALLONLDB1;B19DEPONER02;B19UDLAB1;B19UDLBB1;B19UDLEB1;B19UDLEB2;B19UDLEP01;B19UDLKB1;B19UDLPKB1;B19UDLPVPB1;B19UDLSB1
;B19UDLVPB1;B37BHFI01;B37BHFI01CD;G08UDLAB1;G08UDLBB1;G08UDLEB1;G08UDLEB2;G08UDLEP01;G08UDLKB1;G08UDLPKB1;
;;;;;;;;;;;
.in +4 ;LASERPRINT;;;;;;;;;;
;;;;;;;;;;;
.in +45 ;B26DIV52;B26FLGBRB01;B26FLGBRB02;B26FLGBRB03;B26FLGBRB05;B26FLGBRB09;B26FLGBRB10;B26FR11;B26FREDDY3;B26SÆRLINDLB06;LAPKONTRB02
;;;;;;;;;;;
;;;;;;;;;;;
.in +47mm ;B37STP02;;;;;;;;;;
;;;;;;;;;;;
.in +4mm ;B04EJERP01B;B04EJERP02B;B20BIL02B;B20EJERP01B;B20EJERP02B;B20EJERP03B;B30PBREV01;B30PBREV01-NY;B30PBREV01N;B30PBREV02;B30PBREV03
;B30PBREV04;B30PBREV05;B30PBREV06;B30PBREV06X;B30PBREV06Z;B32EJERP01B;B32EJERP02B;B32EJERP03B;B32SKADE03B;B37SKADE02BX;B93EJERP01B
;B93PTB;BECEJERP01B;BECEJERP02B;BECEJERP03B;BECELTING02B;BECELTING03B;BECSKADE01B;BECSKADE01B-G1;BECSKADE02B;BECSKADE03B;BECSKADE04B
;J15EJERP01B;J15EJERP03B;J15SKADE01B;J15SKADE02B;J15SKADE03B;J15SKADE04B;J30ESKADE04B;J55EJERP01B;J55EJERP03B;J55SKADE01B;J55SKADE02B
;J55SKADE03B;J55SKADE04B;;;;;;;;;
;;;;;;;;;;;
.in +4mm nobreak ;B19BYGKRE01;B19PULJE02;G08BYGKRE01;;;;;;;;
;;;;;;;;;;;
.in +5 ;B31KAPF1;B51KSER20;B81UDGÅB02;B81UDGÅB03;B81UDGÅB05;B81UDGÅB06;LASERPRINT;;;;
;;;;;;;;;;;
.in +5mm ;B19DEPFRA01;B19DEPFRA01DU;B19DEPFRA02;B19GARREK01;B19TINGLYS01;B28INDX04-DU;B3710260PULJ11;B3710260PULJ11DU;B3710260PULJ11G;B3710260PULJ12;B3710260PULJ12DU
;B3710260PULJ12G;B3712542PULJ01;B3712542PULJ01DU;B3712542PULJ01F;B3712542PULJ01FU;B3712542PULJ01G;B3712542PULJ01NY;B3712542PULJ02;B3712542PULJ02DU;B3712542PULJ02G;B37AIO06
;B37AIO06M;B37AKIO01;B37AKIO01GL;B37AKIO01M;B37AKIO06;B37AKIO06M;B37INDX04;B37MAIO01;B37MAIO01M;B37MIFID01;B37MIFID01GL
;B37MIFID02;B37MIFID03;B37MIFID04;B37MIFID05;B37MIFID06;B37PSD01;B37RAIO06;B37RAIO06M;B37VIO06;B37VIO06M;B37VIO08
;B93BYGLAANALL;BECINDX04;G08PENUDBDOD01;G08PENUDBDOD02;G08PENUDBDOD03;;;;;;
;;;;;;;;;;;
.in +5mm NOBREAK ;B19PANTHKL01;G08PANTHKL01;;;;;;;;;
;;;;;;;;;;;
.in +5mm nobreak ;B19MIOF1;B19UDBYTTE01;B19UDBYTTEB1;B37RAIO06;B37RAIO06M;;;;;;
;;;;;;;;;;;
.in +6mm ;B37KORT04FORS;B37KORT04GL;B37KORT04GL1;B37KORT04GL3;B37KORT04GL912;B37KORT54GL909;B37KORT54M;B37KORTGRDV01;;;
;;;;;;;;;;;
.in +6mm nobreak ;B04UKUR05;B19BYGKRE01;B19PULJE02;B19PULJE05;G08BYGKRE01;;;;;;
;;;;;;;;;;;
.in +7 ;B3720460NSPA01K;B3720461NSPA01K;B3720462NSPA01K;B3720470FAFO01K;B3720470FAFO01KG;B3720470FAFO11K;B3720470FAFO11KG;B3720471FAFO11K;;;
;;;;;;;;;;;
.in +7mm ;B35IRMAOPG2;B37BBKO01;B37MIOM05;B37MIOM06;B37STP02;;;;;;
;;;;;;;;;;;
.in +7mm nobreak ;B19SALGSF01;B19SALGSF02;B19SALGSF03;G08SALGSF01;G08SALGSF02;G08SALGSF03;;;;;
;;;;;;;;;;;
.in +8 ;B3754235VIOP01;;;;;;;;;;
;;;;;;;;;;;
.in +8mm ;B51PENS21;;;;;;;;;;
;;;;;;;;;;;
.in +8mm nobreak ;B19FVÆR81;B87OPGDH02;B87OPGDH7;;;;;;;;
;;;;;;;;;;;
.in +9mm ;B37KRED50;B37KRED50GL1609;;;;;;;;;
;;;;;;;;;;;
.in -&i ;B37ALM01EHVNY;;;;;;;;;;
;;;;;;;;;;;
.in -1 ;B31KAPF1;;;;;;;;;;
;;;;;;;;;;;
.in -10 ;B37KORKOB03;B37KORKUNB01;B37KORKUNB02;B37KORKUNB03;;;;;;;
;;;;;;;;;;;
.in -10mm ;B19NVBSB06;B19TINGLYSB18;B19TINGLYSB36;B3718035FORS01;B3718036FORS01;B3718045FORS02;B3718046FORS02;B3718055FORS03;B3718056FORS03;B37AIO24;B37BUDG01
;B37BUDG02;B37BUDG03;B37BUDG04;B37CPRV01;B37EBBR01A;B37EBBR01B;B37EFAST03;B37EFAST50G1011;B37FAST03;B37FAST03N;B37FAST50G
;B37FAST50G104;B37FLYTAR01;B37FORSB11;B37FORSB11X;B37HIOM01;B37HIOM02;B37HIOM03;B37HIOM04;B37HVID05;B37HVID05E;B37INVI01
;B37KAPP01;B37KONVWEB01;B37PRIO06;B37PRIO07;B37PRIO08;B37TILL50;B37TILL50D;B37TILL50D12;B37TILL50D12G131;B37TILL50D15;B37TILL50DNY
;B37TILL50G1010;B37TILL50G104;B37TILL50G704;B37TILL50X;B37TILLE50D;G08TINGLYSB36;;;;;
;;;;;;;;;;;
.in -11mm ;B3756011DEP01;B3756011DEP011;B3756011DEP01G7;B3756011DEP01X;;;;;;;
;;;;;;;;;;;
.in -125 ;B93FONDSOPS;;;;;;;;;;
;;;;;;;;;;;
.in -12mm ;B26VBS643FB01;B3718101INVF01;;;;;;;;;
;;;;;;;;;;;
.in -13mm ;B37VIO09;;;;;;;;;;
;;;;;;;;;;;
.in -15mm ;B26OPS52;B26OPS52Z;B26RYK59;B26RYK59Z;;;;;;;
;;;;;;;;;;;
.in -1mm ;B19KTPRIS13;B19KTPRIS14;B19KTPRIS15;B37WEB06;G08PENUDBDOD01;G08PENUDBDOD02;G08PENUDBDOD03;;;;
;;;;;;;;;;;
.in -2 ;B931;B93BLAANREST;B93BRYKDATO;B93BRYKINKASSO;B93BRYKINKCHM;B93BRYKSNAREST;B93RYKKER1;B93RYKKER2;B93RYKKONTAKT;;
;;;;;;;;;;;
.in -20mm ;B37FAST03;B37FAST03N;B37FAST50G;B37FAST50G104;B37HILS01;B37LIVKRLÅPRE;B37LIVKRLÅRE;B37LIVKRYLET;B37LIVKRYLETRE;B37LIVKRYLÅ3;B37LIVKRYLÅP3
;B37LIVLET;B37LIVLETRE;B37LIVLÅ;B37LIVLÅPRE;B37LIVLÅRE;B37LÅN50;B37LÅN50G15;B37LÅN50G159;B37LÅN50NY;B37LÅN50NY1;B37MAIO03
;B37MAIO03M;B37PEOP01;B37TILL50;B37TILL50D;B37TILL50D12;B37TILL50D15;B37TILL50DNY;B37TILL50G1010;B37TILL50G104;B37TILL50G704;B37TILL50X
;B37TILLE50D;B73OPG3A;;;;;;;;;
;;;;;;;;;;;
.in -23mm ;B26RYK57;;;;;;;;;;
;;;;;;;;;;;
.in -25mm ;B26RYK55;;;;;;;;;;
;;;;;;;;;;;
.in -2mm ;B19PDFSMS;B19PDFSMSVEJL;B19SMS01;B19TRANS01;B19UDDOP01;B26VBS07007B01;B2807007B01;B3756011DEP01;B3756011DEP011;B3756011DEP01G7;B3756011DEP01GL5
;B3756011DEP01X;B37ALM50G1010;B37ALM50G1206;B37ALM50G1206X;B37ALM50G1208;B37ALM50GL12;B37ALM50X;B37BØHV04D3N;B37BØHV04N;B37BØHV04N1;B37INRI01
;B37KORT04FORS;B37KORT04GL;B37KORT04GL1;B37KORT04GL3;B37KORT04GL912;B37KORT54GL909;B37KORT54M;B37KORTGRDV01;B51KAPB4;B95MØNTE01;G08TRANS01
;;;;;;;;;;;
;;;;;;;;;;;
.in -30mm ;B37MIOM05;B37MIOM06;;;;;;;;;
;;;;;;;;;;;
.in -31mm ;B26RYK57;;;;;;;;;;
;;;;;;;;;;;
.in -37 ;B52FORSTILB01;;;;;;;;;;
;;;;;;;;;;;
.in -3mm ;B19ALLONLDB1;B19DEPONER02;B19GARREK01;B19UDLAB1;B19UDLBB1;B19UDLEB1;B19UDLEB2;B19UDLEP01;B19UDLKB1;B19UDLPVPB1;B19UDLSB1
;B25BOL51;B26BOL51;B32KRED50;B32KRED50-G1;B32KRED50-G2;B32LÅN50;B32LÅN50-G1;B37BHFI01;B37BHFI01CD;B93BYGLAANALL;E71VELKOMMEN
;E71VELKOMMENGB;G08UDLAB1;G08UDLBB1;G08UDLEB1;G08UDLEB2;G08UDLEP01;G08UDLKB1;GBALÅN50-G;;;
;;;;;;;;;;;
.in -45 ;B26DIV52;B26FLGBRB01;B26FLGBRB02;B26FLGBRB03;B26FLGBRB05;B26FLGBRB09;B26FLGBRB10;B26FR11;B26FREDDY3;B26SÆRLINDLB06;LAPKONTRB02
;;;;;;;;;;;
;;;;;;;;;;;
.in -47mm ;B37STP02;;;;;;;;;;
;;;;;;;;;;;
.in -4mm ;B19BYGKRE01;B19PULJE02;B26VBS643B01;B26VBS643FB01;G08BYGKRE01;;;;;;
;;;;;;;;;;;
.in -5 ;B31KAPF1;B51KSER20;B81UDGÅB02;B81UDGÅB03;B81UDGÅB05;B81UDGÅB06;;;;;
;;;;;;;;;;;
.in -53 ;B35PEN96B02;B35PEN96B03;;;;;;;;;
;;;;;;;;;;;
.in -5mm ;B19DEPFRA01;B19DEPFRA01DU;B19DEPFRA02;B19EUTRAN01;B19GARREK01;B19MIOF1;B19NVAFLYSB01;B19NVAFLYSB02;B19NVUDGB05;B19PANTHKL01;B19TINGLYS01
;B19UDBYTTE01;B19UDBYTTEB1;B28INDX04-DU;B37AIO06;B37AIO06M;B37AKIO01;B37AKIO01GL;B37AKIO01M;B37AKIO06;B37AKIO06M;B37INDX04
;B37MAIO01;B37MAIO01M;B37MIFID01;B37MIFID01GL;B37MIFID02;B37MIFID03;B37MIFID04;B37MIFID05;B37MIFID06;B37PSD01;B37RAIO06
;B37RAIO06M;B37VIO06;B37VIO06M;B37VIO08;BECINDX04;BECKVIT01;BECKVIT02;G08PANTHKL01;G08PENUDBDOD01;G08PENUDBDOD02;G08PENUDBDOD03
;G08TRANEU01;;;;;;;;;;
;;;;;;;;;;;
.in -62 ;B62KORT32;B62KORT33;B62KTPRIS07;B62KTPRIS07Z;B79KORT32;B79KORT33;;;;;
;;;;;;;;;;;
.in -62mm ;B79KORT32;B79KORT33;B80KORT32;;;;;;;;
;;;;;;;;;;;
.in -6mm ;B19BASIS01;B19BETINGB1;B19BYGKRE01;B19DEP02CD;B19HØJPEN0915;B19INTKONF01;B19PDFHØJPEN;B19PULJE02;B37KORT04FORS;B37KORT04GL;B37KORT04GL1
;B37KORT04GL3;B37KORT04GL912;B37KORT54GL909;B37KORT54M;B37KORTGRDV01;B93BYGKREF;B93BYGLAANALL;G08BYGKRE01;;;
;;;;;;;;;;;
.in -71mm ;B19KTPRIS06;B19KTPRIS07;B19KTPRIS08;B19KTPRIS10;B19KTPRIS11;B19KTPRIS12;B19KTPRIS13;B19KTPRIS14;;;
;;;;;;;;;;;
.in -7mm ;B19SALGSF01;B19SALGSF02;B19SALGSF03;B37BBKO01;B37MIOM05;B37MIOM06;B37STP02;B37UNCH02;B37UNKVB01;B37UNMO02;B37UNPO02
;G08SALGSF01;G08SALGSF02;G08SALGSF03;J65DEP01;;;;;;;
;;;;;;;;;;;
.in -8 ;B3754235VIOP01;;;;;;;;;;
;;;;;;;;;;;
.in -8mm ;B28VALUKKB1;;;;;;;;;;
;;;;;;;;;;;
.in -9mm ;B37KRED50;B37KRED50GL1609;;;;;;;;;
;;;;;;;;;;;
.in ;B01HÅND53;B04DEP01;B04DEP02A;B04DEP02C;B04DEPRATE01;B04DEPÆND;B04EKAU51;B04HÅND53;B04KAU50;B04KORT30;B04KORT31
;B04KORT32;B04KORT33;B04KUN01;B04PANT03;B04PEN01;B04TING03;B04VDKRÅD07;B19ALM50-ERH;B19ANDEL01;B19DEP02A;B19DEP02C
;B19EKAU51;B19EKAU51_OLD;B19HÅND53_OLD;B19KAU51;B19KAU51_OLD;B19KUN01;B19PANT04;B19TINGLYSB54;B19UNKAU50;B19UNSKR50;B19UPANT01G
;B19VALUFAST01;B19VALUKK01;B19VALUKK02;B19VALUVARI01;B19VALUVARI01OLD;B19WEB07;B20ALM50;B20ANDEL05;B20BEGUN01;B20BOKS01;B20BOKS03
;B20BOKS05;B20BOLIG01;B20BOLIG02;B20BOLIG03;B20BOLIG04;B20BOLIG04EVA;B20BYG01EVA;B20BØRN01;B20BØRN01DU;B20BØRN01GL;B20BØRN51
;B20BØRNEP01;B20BØRNEP01DU;B20BØRNEP01DUSBL;B20BØRNEP01EVA;B20BØRNEP05DU;B20CHE05;B20CHE07;B20CHE07EVA;B20CHE11;B20DEP02A;B20DEP02C
;B20EALM50;B20EKAU51;B20ELTING60EVA;B20FI02;B20HÅND53;B20INDEKS03;B20KAU50;B20KAU51;B20KORT42;B20KUN01;B20KUN01DU
;B20KUN01GL;B20OMLÆG02;B20PANT10;B20PANT10GL;B20PEN01;B20PEN02;B20PEN20;B20PEN40;B20PEN45;B20PEN60;B20PEN60KOPI1
;B20PEN60KOPI2;B20PEN65;B20PENS17;B20RAT04;B20SKADE04B;B20UDL05;B20WEB07EVA;B20WEB08;B25KORT30;B25KORT31;B25KORT32
;B25KORT33;B25KUN01;B25KUN01-G;B25VDKRÅD07;B25VDKRÅD07-G;B25VKRÅD07;B26BECTING03;B26BECTING03GL;B26DEP01;B26DEP02C;B26KORT30
;B26KORT31;B26KORT32;B26KORT33;B26KORT36;B26KUN01;B26STJKORT30;B26STJKORT31;B26STJKORT32;B26STJKORT33;B26STJRÅD07;B26TING03
;B26VDKRÅD07;B28CSOPG07;B28DEP01;B28DEP01GL;B28DEP02C;B28KORT30;B28KORT31;B28KORT32;B28KORT33;B28KTPRIS13;B28KTPRIS14
;B28KTPRIS15;B28KTPRIS16;B28KTPRIS17;B28KTPRIS18;B28KTPRIS19;B28KTPRIS20;B28KTPRIS21;B28KTPRIS22;B28KUN01;B28KUN01NY;B28VSOPG07
;B28VSOPG08;B28VSOPG10;B28VSOPG11;B29ANDEX;B29ANDEZ;B29AWTBØRN01;B29AWTTING;B29AWTTING01;B29BØRN;B29BØRN01;B29BØRN02
;B29EJERPX;B29EJERPZ;B29GLTING01;B29KUN01;B29OLDBØRN;B29OLDBØRN01;B29TING;B29TING01;B29XTING;B30BØRN01;B30BØRN01DU
;B30KUN01KOPI;B30KUN11;B30PBREV01;B30PBREV01-NY;B30PBREV01N;B30PBREV02;B30PBREV03;B30PBREV04;B30PBREV05;B30PBREV06;B30PBREV06X
;B30PBREV06Z;B30PEN01;B30PEN02;B30PEN20;B30PEN40;B30PEN45;B30PEN60;B30PEN65;B30RAT01;B30RAT15X;B30RAT15XX
;B30RAT60GL;B30TING03;B30TING04;B32EKAU51;B32FØL51;B32FØL52;B32FØL53;B32KAU50;B32KUN01-T;B32PEN01;B32PEN40
;B32PEN45;B32RAT15;B32RAT60;B32SKADE04B;B32SKADE05B;B32UNSKR50;B33BOLIGB01Z;B33UDDANB01Z;B35FØLGEF2;B3710340PREM02K;B3710450UDTO01
;B3712420KAP01GL;B3712480RAT01GL;B3712480RAT01XGL;B3720460NSPA01K;B3720461NSPA01K;B3720462NSPA01K;B3720470FAFO01K;B3720470FAFO01KG;B3720470FAFO11K;B3720470FAFO11KG;B3720471FAFO11K
;B3731008WEB01;B3753031TING03;B3753032TING03;B3756011DEP01;B3756011DEP011;B3756011DEP01G7;B3756011DEP01GL5;B3756011DEP01X;B3757810BØHA01;B3757810BØHA04;B3757810BØHA04GL
;B3757810BØHA05;B3757810BØHA05GL;B3757810BØHV04;B3758010PMOA01;B3770240REAL01K;B3780180RMAD01;B37AKIO01;B37AKIO01M;B37AKIO05;B37AKIO05M;B37ALM50
;B37ALM50G1206;B37ALM50G1206X;B37ALM50G1208;B37ALM50G1310;B37ALM50GL12;B37ALM50NYGL12;B37ALM50X;B37ALM50XY;B37ALMAE01;B37ALMAE01D;B37ALMAE01DG911
;B37ALMAE01GL;B37ALMAE01GL1;B37ALMAE01GL911;B37ALMAE01NY;B37ALMAP01;B37ALMAP01D;B37ALMAP01D1;B37ALMAP01DGL911;B37ALMAP01GL;B37ALMAP01GL1;B37ALMAP01GL910
;B37ALMAP01NY;B37ALMAP02D1;B37ALMAP02D2;B37ALMAP02D2G128;B37ALMAPE02D2;B37BHFI01;B37BHFI01CD;B37BOLIB01K;B37BØHA04D1;B37BØHA04D2;B37BØHA04D3
